passage,label
"the prepared silver nanoparticle shows good antimicrobial activity against escherichia coli, proteus mirabilis and shigella flexneri.",0
proteolytic zymograms of staphylococcus hyicus subsp hyicus isolated from pigs chickens and cows,0
"differential scanning calorimetry (dsc) and a rancimat method apparatus were applied to evaluate the oxidative stability of buriti pulp oil (mauritia flexuosa mart), rubber seed oil (hevea brasiliensis), and passion fruit oil (passiflora edulis).",0
aurelius cornelius celsus and his medical encyclopedia on the 500th anniversary of the coming to light of the work on medicine,1
fatal cerebral haemorrhage after tiger snake notechis scutatus envenomation,0
ribosomal proteins of the dimorphic fungus mucor racemosus,1
biochemical and immunological properties of structural and nonstructural polypeptides of the human simplex viruses hsv1 and hsv2 and four related herpesviruses of nonhuman primates herpesvirus simiae b virus h cercopithicus sa8 h saimiri 1 hvs 1 and h ateles 1 hva 1 were compared,0
three weeks after the psvk3tnf dna entrapped with calcium phosphate was introduced directly into subcutaneous nodules of human hcc in nude mice treated mice the growth of hcc was significantly delayed as compared to the psvk3 group control mice 25  16 cm vs,0
actinobacillus actinomycetemcomitans porphyromonas gingivalis and prevotella intermedia in subgingival plaque were identified by latex agglutination assays,0
the activity of miokamycin a new macrolide was investigated against chlamydia trachomatis ureaplasma urealyticum and mycoplasma hominis in vitro,0
bison gave to reddeer only c bilobata and roedeer have not adopted any nematodes from bison,0
resistance of nude mice to herpes simplex virus and correlation with in vitro production of interferon,1
the phenomenon is observable in both prenatal and postnatal life of all the animal species examined that is chicken guinea pig rat and mouse meaning that it is a general phenomenon among the animals possessing the thymus,0
the important involution of the pineal gland of glis glis and eliomys quercinus during the months of july and august belongs to a polyglandular involution anterior lobe of the hypophysis male and female genital glands characteristic of estivation,1
five cases of bovine tuberculosis occurred in a two year period in south australia which represents a higher incidence than in previous years,0
"excision and sequencing of prominent dgge bands identified that the majority of sequences belonged to the phyla actinobacteria, bacteroidetes, firmicutes and alphaprotebacteria.",0
"fossils attributable to the extinct waterfowl clade presbyornithidae and the large flightless gastornithidae from the early eocene (~52-53 ma) of ellesmere island, in northernmost canada are the oldest cenozoic avian fossils from the arctic.",0
these disease symptom and fungal morphology data revealed that the fungus sclerotinia sclerotiorum (lib.) de bary was the pathogen for arabidopsis stem rot.,0
a comparison of nematode control programs for cattle in south western victoria,0
transplantation of solid organs heart lung liver and kidney from swine to humans would solve the current critical shortage of cadaver organs needed by patients with endstage disease of these organs,0
chronic infection of rabbits was induced by a single intraperitoneal injection of bovine immunodeficiencylike virus bivinfected cells,0
megasphaera elsdenii veillonella alcalescens and propionibacterium acnes,0
problems of the disease due to mycobacteria other than tubercle bacilli authors transl,1
since in the trained dogs the left ventricle encroaches less on the frankstarling mechanism than in normal animals for overcoming an acute pressure burden it is concluded that the development of hypertrophy concomitant with chronic exercise represents an adaptive mechanism with evidence of beneficial consequences for the intrinsic contractile function of the myocardium,1
"methods and results
consecutive outpatient clinic attendees (n = 1207, >12 years of age) were given the skin prick test with a panel of common inhalant allergens and extracts of boletus, coprinus, and pleurotus.",0
in cases of longstanding facial paralysis with muscle atrophy temporalis and masseter transfers are dependable and may sometimes be combined with a nerve graft,1
comparisons were made of cochlear microphonics cm and scalp recorded frequencyfollowing responses ffr from chinchilla and human,1
alpha1acid glycoprotein alpha2macroglobulin and antithrombin iii have been identified by immunological means as components of the 90000 x g supernatant fraction of malignant and adjacent normal human breast colon and anal tissues as well as malignant stomach and ileum,1
henneguya doori guilford 1963 myxosporida of perca flavescens in new brunswick,1
the marked similarity of the rnase p rna from s acidocaldarius and that from haloferax volcanii the other known archael rnase p rna supports the coherence of archaea as a phylogenetic domain,0
pharmacologic determinants of tobacco selfadministration by humans,0
seventyfive patients with glomus tumors in the head and neck had a 37 incidence of cranial nerve paralysis and a 146 incidence of intracranial extension,1
staphylococcus aureus was isolated in 22 patients staphylococcus epidermidis in one streptococcus haemolyticus in one pseudomonas aeruginosa in one and a pasteurella species in one,0
research on the mosquitoes of angola diptera culicidae ix genera toxorhynchites theo 1901 malaya leicester 1908 ficalbia theo 1903 coquillettidia dyar 1905 mansonia blanchard 1901 uranotaenia l arribálzaga 1891 aedeomyia theo 1901 eretmapodites theo 1901 and culiseta felt 1904,1
allergic reactions in guinea pigs infected with yersinia enterocolitica type 9 relative to homologous yersinia and heterologous brucella allergens,1
both gastrodiscoides hominis and isoparorchis hypselobagri enzymes had three peaks of alkaline phosphatase activity,1
thus at birth the guineapig is immunologically mature as regards the pha and con a responses in the thymus spleen and lymph nodes and the dxs response in the spleen,1
chicken contentsjejunum 00280009 ileum 00430013 caecum 017003 colon and cloaca 0040013,1
"and n. sp. (bothriocephalidea: bothriocephalidae) is proposed to accommodate a new cestode from flatfish catathyridium jenynsii (chabanaud, 1922) (pleuronectiformes: acharidae; type host) and another 3 freshwater fishes of the orders characiformes, cyprinodontiformes, and siluriformes in the neotropical region.",0
the results of a study of the polymorphism of the sixth component of human complement by means of isoelectric focusing in polyacrylamide gels with subsequent cdependent lysis in an agarose overlay containing c6 deficient rabbit serum are reported,1
a new microsporidian parasitic in myriapodadiplopoda of suddahomey habrodesmus falx cook  oxydesmus granulosus palisot de beauvois is described by photonic microscopy,1
the mutants do not display crossresistance for cona but are slightly crossresistant to pha,1
"vibrio parahaemolyticus and vibrio vulnificus in south america: water, seafood and human infections.",0
transfection and transformation of syrian hamster embryo cells with herpes simplex virus type 2 dna or its fragments is a suitable system for investigating the structure and function of herpes simplex virustransforming genes,1
six cases of bot fly cuterebra spp myiasis in pikas ochotona princeps are reported from oregon and montana,1
evidence for growth of sporothrix schenckii on dead but not on living sphagnum moss,0
poicilius accounted for 58 of larvae found in the axils of banana plants and 31 of those in abaca axils negligible numbers of larvae of this species were found in pandanus and gabi axils,0
in addition swine can be less expensive than dogs and primates and they generally are not associated with the same high concern as other species about humane issues,0
serum antiimmunoglobulins reactive with human and rabbit igg in rheumatoid arthritis and other conditions,1
"together with boletinellus, phlebopus, pisolithus, calostoma, gyroporus, scleroderma, and veligaster, astraeus forms an unusual group comprising pileate-stipitate hymenomycetes and polymorphic gasteromycetes.",0
"the nematodes showing a distinct preference towards young birds include e. uncinata and ingliseria cirrohamata, a still higher specificity being displayed by t fissispina and a. petrovi (selectively parasitising young females) and c. anatis (selective with respect to young males).",0
"methods
the aim of this study was to distinguish the new ginseng cultivar g-1 by identifying the unique single-nucleotide polymorphism (snp) at its 45s ribosomal dna and panax quinquefolius region than other korean ginseng cultivars using multiplex amplification-refractory mutation system-polymerase chain reaction (arms-pcr).",0
choleralike toxic effect of culture filtrates of escherichia coli,0
the course of experimental infection and crossimmunity tests between stocks of cowdria ruminantium were investigated using eight infected and four uninfected control sokoto red goats,0
"(lauraceae) inhibited the growth of mrsa, enterococcus faecalis, escherichia coli, pseudomonas aeruginosa, klebsiella pneumoniae and acinetobacter baumannii with mic values below 100 µg/ml.",0
evaluation of api coryne in comparison with conventional methods for identifying coryneform bacteria,0
a controlled clinical trial was undertaken to assess the efficacy of an application of a 0.07% deltamethrin shampoo against fleas and ticks in dogs.,0
human monocytemacrophages mo produced interferon when incubated with human fibroblast vero cell or rabbit kidney cell cultures infected with herpes simplex virus hsv,0
the duration of passive protection against taenia ovis larvae in lambs,1
the effect of hyperimmunization with neisseria gonorrhoeae on the presence of gonococcal antibody in serum tissues and secretions of the rabbit,1
isolation of human enteroviruses from beagle dogs,0
thinlayer chromatographic determination of testosterone and delta4androstene317dione from bovine fetal testicular tissue,0
"moreover, the observed polymorphism on amino acid 186 between h3n8 and h3n2 civs might be the result of adaptive changes acquired during long-term circulation of avian-origin iavs in mammals.importance canine influenza is a respiratory disease of dogs caused by two civ subtypes, the h3n8 and h3n2 viruses, of equine and avian origins, respectively.",0
hightiter monospecific antiserum against highly purified adenovirus 2 ad2 singlestranded dna binding protein dbp was used to study by indirect immunofluorescence if the synthesis of dbp in ad2infected human cells and adenovirustransformed rat hamster and human cell lines,1
dust extract with a concentration of 1 mug benzoapyreneml exerted a toxic effect upon mouse macrophages cell line ic21 and human lymphocytes after stimulation,1
androgenic control of epididymal function in rhesus monkey and rabbit,1
"ancient dna and microscopic analyses of 84 coprolites deposited by four moa species (south island giant moa, dinornis robustus; little bush moa, anomalopteryx didiformis; heavy-footed moa, pachyornis elephantopus; and upland moa, megalapteryx didinus) reveal an array of gastrointestinal parasites including coccidians (cryptosporidium and members of the suborder eimeriorina), nematodes (heterakoidea, trichostrongylidae, trichinellidae) and a trematode (echinostomida).",0
the classification of agrobacterium and rhizobium phages authors transl,1
a broadhostrange vibriophage kvp40 originally isolated on vibrio parahaemolyticus 1010 was restricted and modified by strains of at least five vibrio and one photobacterium species,0
escherichia coli and bacillus subtilis are both extremely sensitive to ammonia,1
fibroblasts from european field vole microtus agrestis and from normal rat kidney nrk have been infected by avian sarcoma virus mutants which are temperaturesensitive for the maintenance of transformation,1
the antigenic structure and some biological properties were compared in virulent s flexneri strains of differences in 1 antigenic composition 2 biochemical activity 3 sensitivity to a set of shigella phages and 4 susceptibility to phagocytosis,1
the central nervous systems of webbuilding spiders araneidae agelenidae and hunting spiders lycosidae salticidae were tested for nonspecific and specific phosphatases,1
for these enzymes the cells of the archinephric duct reacted strongly positive in lampetra carassius and gasterosteus,1
cats and sarcocystis of sheep,1
plasmid rms418 which confers chloramphenicol resistance was transferred from v anguillarum gn11379 to escherichia coli k12 by conjugation,0
incompatibility group p1 plasmids with the bla genotype were transferred from various escherichia coli strains to pseudomonas acidovorans strain 29,1
identification of rickettsia rickettsii in a guinea pig model by immunofluorescent and electron microscopic techniques,1
from the cot 12 value of the slow reassociating dna the genome size is estimated as 30 x 108 np in finger millet 78 x 108 np in pearl millet and 90 x 108 np in rice,0
survival of legionella pneumophila within cysts of acanthamoeba polyphaga following chlorine exposure,0
"the elisa has a working range from 10 to 500 pmol l-1, and can be applied to plasma samples from humans, dogs, pigs, minipigs, cats, rabbits, and rats.",0
"pre-natal congenital infections caused by t. gondii, rubella, cytomegalovirus (cmv), herpes simplex virus (hsv), varicella-zoster virus (vzv), and treponema are associated with, and account for, approximately 5 to 15% of iugr.",0
the prevalence of giant liver flukes fascioloides magna was 50 and of lungworms dictyocaulus viviparus 32,0
the gene for proline iminopeptidase from lactobacillus delbrueckii subsp lactis dsm 7290 coding for an enzyme that hydrolyses the synthetic substrate lprolylbetanaphthylamide probeta na was cloned in escherichia coli,0
specific immunity developed by mice against protozoan toxoplasma gondii and besnoitia jellisoni and bacterial listeria monocytogenes infections was compared with nonspecific protection conferred by prior infections,1
"soil-transmitted helminths, such as roundworms (ascaris lumbricoides), whipworms (trichuris trichiura) and hookworms (necator americanus and ancylostoma spp.), are gastrointestinal parasites that occur predominantly in low- to middle-income countries worldwide and disproportionally impact children.",0
origin of the direct hippocampusanterior thalamic bundle in the rat a combined horseradish peroxidasegolgi analysis,1
"[secondary metabolites from epicoccum nigrum 14one,an endophytic fungus isolated from plant leptogium masiaticum].",0
in both cases the halflives of the mrnas derived from the fusion genes were increased from approximately equal to 2 to 6 min in both escherichia coli and bacillus subtilis,0
"during a surveillance programme on avian influenza in wild birds in the east of colombia, 42% of examined wild black-bellied whistling ducks (dendrocygna autumnalis) were infected with undescribed haemoproteus sp., which macrogametocytes possess one or several huge (2.5 μm in largest diameter) conspicuous roundish vacuoles, a unique character of avian haemoproteids.",0
the effects of the bites of argas brumpti acarina argasidae on humans,0
the effects of a nuclear polyhedrosis virus npv of the redheaded pine sawfly neodiprion lecontei on rainbow trout salmo gairdneri were investigated,0
sequence of the gene amob for the 43kda polypeptide of ammonia monoxygenase of nitrosomonas europaea,0
"after performing an implicit er (cognitive control) task, participants rated the size and valence of spiders, wasps and butterflies shown in pictures.",0
dry medium with ampholan for isolation of proteus and providencia,1
lungs of lizards thus appeared to possess both co2 receptors which have functional characteristics similar to those in birds and mechanoreceptors with properties similar to stretch receptors in mammals,0
resistance to amprolium and clopidol developed more readily in experiments where a large number of coccidia were exposed to the drug either by increasing the number of oocysts in the inoculum or by increasing the number of birds in the group,1
human fetal cartilage which is different from the avian cartilagebone transition zone showed strong type x collagen expression confined to the lower hypertrophic zone of the growth plate,0
a radioimmunobinding assay was developed and used to test rabbit and human sera for antibodies to exfoliative toxin,1
ureahydrolyzing activity of a tstrain mycoplasma ureaplasma urealyticum,1
the high degree of satisfaction of patients 83 with the outcome of this surgical method suggest its application in cases of medium metatarsus primus varus within hallux valgus deformations when the metatarsophalangeal joint is not affected,0
immunological analysis of plasma membranes of a tstrain of mycoplasma ureaplasma urealyticum,1
a specific binding of perazine to human or bovine albumine could not be detected,1
the most unusual aspect of this compound is its ability to inhibit graft rejection in goldfish and rabbits,1
campylobacter coli and campylobacter jejuni share a limited number of highly conserved dna sequences with members of the family enterobacteriaceae,0
the genesis of this egg change had not correlation with the patients age and sex presence of hypertension and diabetes mellitus tobacco smoking blood cholesterol level functional calss of angina pectoris previous myocardial infarction the number of affected coronary arteries duration of extracorporeal circulation or anoxic circulatory arrest and peroperatively measured graft blood flow,1
"eragrostis tef (zucc.), cenchrus ciliaris l., and digitaria eriantha steud.",0
when 5bromdeoxyuridine was administered 24 hours before fixation into the chinese hamster cell culture the percentage of metaphases with a differential chromatid staining constituted 9598 and when this substance was administered 28 hours before fixation into the human lymphocyte culture this percentage varied from 75 to 92 depending on the individual,1
the various glands of rhesus monkey eyelids and human eyelids are similar,0
the connectivities of the tritocerebrum of locust locusta migratoria l schistocerca gregaria forsk were studied histologically and by means of cobalt chloride infusion,1
"finally, the few reports on expression, localization, enzymatic activity, and physiological roles in the model organisms drosophila melanogaster, caenorhabditis elegans, and homo sapiens are critically reviewed.",0
differentiation of antibodies against brucella abortus and yersinia enterocolitica by enzymelinked immunosorbent assay,1
opsonization of cryptococcus neoformans by human immunoglobulin g masking of immunoglobulin g by cryptococcal polysaccharide,1
we report 11 consecutive cases of erythroderma a high percentage of which were associated with the growth of staphylococcus aureus in cultures from blood joint fluid or skin,0
male dogs given cbsa had significantly lower albumin 36 unitsg calcium 36 and 72 unitsg and inorganic phosphorus 72 unitsg values compared with those of the control males there were no treatmentrelated changes in blood chemistry values in rats,0
"chrysosporium luteum, mucor spp., nigrospora spp., oidiodendron spp., paecilomyces spp., penicillium chrysogenum, penicillum expansum, trichoderma viride, and trichurus spp.",0
we sequenced the genome of the ancestral symbiodinium microadriaticum and compared it to the genomes of the more derived symbiodinium minutum and symbiodinium kawagutii and eukaryote model systems as well as transcriptomes from other dinoflagellates.,0
antibody prepared against avian smooth muscle actin has been used to localize actin in the slime mold dictyostelium discoideum,1
sequence and topology of the cora magnesium transport systems of salmonella typhimurium and escherichia coli,0
pigs inoculated intranasally with h parahaemolyticus serotype 2 showed no clinical symptoms when challenged 3 weeks later with serotype 1 post mortem examination revealed a chronic pleuropneumonia with areas of necrosis from which h parahaemolyticus serotype 2 was reisolated but also small areas of a more acute fibrinous pneumonia from which serotype 1 was reisolated,0
4 transcriptons vary considerably in size in mammals and birds their size spectrum falls into the 2000 to 20000 bp range,1
it was superior to imipenem ipm in the in vitro antibacterial activities against haemophilus influenzae haemophilus parainfluenzae branhamella catarrhalis staphylococcus aureus including mrsa klebsiella pneumoniae serratia marcescens and escherichia coli,0
localization of common antigenic determinants in the cells of neisseria perflava and cells of human lung tissues,1
vector competence of colonized culiseta melanura diptera culicidae for western equine encephalomyelitis virus,1
effects of pregnant human nonpregnant human and fetal bovine sera on human chorionic gonadotropin estradiol and progesterone release by cultured human trophoblast cells,0
a total of 40 of the klebsiella strains 80 of the serratia strains and 46 of the e coli strains had a fractional inhibitory concentration equal to or less than 025 for both of these antimicrobial agents and were considered to be synergistically inhibited by the combination,1
torula occulta t diversa t elasticae t bigemina and hormiscium condensatum reexamined,1
no renal changes were encountered upon feeding diets with 1000 ppm synthetic lal to mice hamsters rabbits quail dogs or monkeys which suggest a species specificity of lalinduced renal changes in rats,1
collections of mosquitoes in vermont during 1980 and 1989 have resulted in 9 new state records including species of psorophora and wyeomyia for the first time,0
"moki (mori and marari, anampses caeruleopunctatus), puia (girellops nebulosus) and raea (cheilodactilus plessisi).",0
a full-length infectious cdna clone of soil-borne wheat mosaic virus (sbwmv; genus furovirus; family virgaviridae) was developed for agrobacterium delivery.,0
vaccines were prepared from bacterial cells and growth medium of verders 10 different o serological types of pseudomonas aeruginosa strains as well as from escherichia coli and proteus mirabilis,0
it is reported on four cases of pseudotuberculosis in 2 saimiri sciureus 1 callithrix jacchuspenicillata hybrid and 1 s oedipus,0
"proteobacteria (16.19% to 57.70%) was the dominant phylum, followed by bacteroidota (12.34% to 44.48%) and firmicutes (11.31% to 36.36%).",0
biological activities of all 5 fractions were compared with activities of standard lps fractions from serratia marcescens and salmonella typhimurium,0
the pathogenicity of a strain of conidiobulus coronatus isolated from aenolamia postica was investigated in 152 mice 42 guinea pigs and 47 hamsters,0
cure of human melanoma lung metastases in nude mice with chronic indomethacin therapy combined with multiple rounds of il2 characteristics of killer cells generated in situ,0
the cell masses of the diencephalon of amphisbaena darwini heterozonata are studied and confronted with those of other reptiles specially with the burrowing ophidian typhlopidae,1
the detection of rickettsialike microorganisms within the ovaries of female ixodes ricinus ticks,1
lack of protection afforded by ribonucleic acid preparations from mycobacterium tuberculosis against mycobacterium leprae infections in mice,1
human and murine macrophages produce tnf in response to soluble antigens of plasmodium falciparum,0
human milk has a bacteriostatic effect on escherichia coli in vitro,1
"among approximately 1000 adenoviruses from chimpanzees and bonobos studied recently, the pan adenovirus type 3 (panad3, isolated from a bonobo, pan paniscus) has one of the best profiles for a vaccine vector, combining potent transgene immunogenicity with minimal pre-existing immunity in the human population.",0
the major fungi were t beigelii and c glabrata in patients with hematologic malignancies whereas they were c albicans and c parapsilosis in patients with nonhematologic diseases and c glabrata increased in both groups,0
two precipitating systems against b microplus in infested cattle and 7 systems in immunized rabbits were studied,1
no species differences were found as either rabbit or human hprg bound readily to rabbit or human plg,0
the primary translation product of human intestinal apolipoprotein aiv mrna was purified from ascites and wheat germ cellfree systems,0
"these extracellular, chromatin structures, which contain histones and neutrophil granule proteins, can trap and kill a broad spectrum of microbes, including gram-positive and gram-negative bacteria, fungi, protozoa and viruses.",0
the polypeptides encoded by a putative methanol oxidation mox operon of methylobacterium sp strain am1 were expressed in escherichia coli using a coupled in vivo t7 rna polymerasepromoter gene expression system,0
synthesis of cytochrome c oxidase polypeptides in an escherichia coli cellfree system directed by saccharomyces cerevisiae mitochondrial dna,1
"bulimus visendus hidalgo, 1869 is now placed in the genus synapterpes pilsbry, 1896, a new combination.",0
disturbance of ammonia metabolism is an important but not the only factor in the genesis of hepatic coma,1
"with the development and breakthrough of novel gene editing technology, syrian golden hamster, a small rodent animal replicating the metabolic characteristics of humans, has been genetically modified, suggesting that gene-targeted hamster models will provide new insights into the precision medicine and translational research of ascvd.",0
grampositive cocci except for streptococcus faecalis were extremely susceptible to cefamandole penicillin gresistant staphylococcus aureus also was highly susceptible,1
using the in vitro release of histamine from basophils of patients allergic to polistes stings we have studied the crossreactivity of venoms from three species of polistes wasps as well as the crossreactivity among polistes honeybee and vespula maculifrons yellow jacket venoms,1
a syndrome resembling human preleukemia occurs in cats infected with feline leukemia virus felv,1
the tuberculins were prepared from human tubercle bacillus the gause organism m marinum m avium m fortuitum and m kansasii respectively,1
eosinophilia in kenyan baboons papio anubis induced by trichinella spiralis and schistosoma mansoni,1
"rhipicephalus sanguineus and haemaphysalis formosensis tick species were identified, with rickettsia hoogstraalii detected in h. formosensis.",0
"solirubrobacter phytolaccae sp. nov., an endophytic bacterium isolated from roots of phytolacca acinosa roxb.",0
in vitro cultivation and partial purification of plasmodium falciparum antigen suitable for vaccination studies in aotus monkeys,1
human polymorphonuclear leucocytes as mediators of antibodydependent cellular cytotoxicity to herpes simplex virusinfected cells,1
origins of axons in the cats acoustic striae determined by injection of horseradish peroxidase into severed tracts,1
"lanatus) onto rootstocks of interspecific hybrid squash (cucurbita moschata × c. maxima), bottle gourd (lagenaria siceraria), or citron (citrullus lanatus var.",0
fragilis 6 strains eubacterium lentum 3 strains and peptostreptococcus anaerobius 4 strains,1
other pyogenic bacteria including c pyogenes c equi staphylococcus epidermis s aureus and pseudomonas aeruginosa were often recovered in association with c pseudotuberculosis,1
"objectives
this study investigated the effects of aqueous extracts of cola nitida (aecons) and garcinia kola (aegak) on glutamate level and na+/k+-atpase activity in the hippocampus and hypothalamus of male wistar rats.",0
capronia sp. and hymenoscyphus erica (ascomycota) predominated among the cultured fungi and formed intracellular hyphal coils in resynthesis experiments with salal.,0
we conclude that only the bones from cod haddock cole fish gurnard lemon sole monk fish grey mullet and red snapper are well seen by soft tissue radiographic techniques,0
groups of five pigs were vaccinated at three to four weeks old with either formolised treponema hyodysenteriae in oil adjuvant alone formolised t hyodysenteriae in oil adjuvant plus formolised campylobacter coli in oil adjuvant or sterile medium in oil adjuvant as a control,0
the highaffinity uptake biosynthesis and release of gaba have been studied in the retina of xenopus laevis,1
carbonic anhydrase iii isoenzyme from human and bovine muscle proceedings,1
successive cystometrograms revealed that naloxone in doses of 10100 microgramskg iv reduced the volume necessary to evoke micturition by 2167 mean 48 in cats and 1581 mean 43 in dogs respectively,0
the formation of germtubes by candida albicans when grown with staphylococcus pyogene escherichia coli klebsiella pneumoniae lactobacilius acidophilus and proteus vulgaris,1
effects of aspiculuris tetraptera dn syphacia obvelata on exploratory behavior of an inbred mouse strain,1
positivity of onpg test versus the presence of betagalactosidase in enterobacteriaceae and other gramnegative bacilli authors transl,1
1 the metabolism of noscapine was studied in rabbits rats and human,1
a method is described which should permit determination of the order and spacing of genes on all human chromosomes by the analysis of just one set of manmouse hybrid cells,1
sheep and rabbits were experimentally infected with labiostrongylus eugenii a strongyle of the kangaroo island wallaby,1
prevalence of dictyocaulus arnfieldi cobbald 1884 railiet  henry 1907 in pantaneira breed horses of the region of pocone mt,1
this method is based on the increase of the turbidity due to the formation of precipitating antigenantibody complexes after addition of rabbit antihuman fibrinogen antiserum to human serum,1
the hamster egg fertilization rate with human spermatozoa is one of the methods to estimate male fertility capability,0
the fatty acid c14 c18 and c181 content of internal body fat was changed in chickens fed on higher levels of krill meal,1
it is shown that h samuelpessoai and to a lesser extent c fasciculata flagella confer protection against trypanosoma cruzi infection,1
outcome of surgery for laryngeal paralysis in four cats,0
a new mast cell degranulating peptide mastoparan in the venom of vespula lewisii,1
"in second part of present study, where a search of conventional medicine was performed, 12 studies were found, which had 8 plants investigated: vitex agnus-castus, trigonella foenum-graecum, foeniculum vulgare, cinnamomum verum, paeonia lactiflora, sesamum indicum, mentha longifolia, and urtica dioica.",0
in lesioned rats we observed a 60 decrease in the immunoreactive betaendorphin concentrations in the cerebrospinal fluid b decreased immunoreactive acth and betaendorphin levels in the hypothalamus in the thalamus and in the amygdala c unaffected immunoreactive acthbetaendorphin levels in the septum and in the hippocampus d decreased immunoreactive betaendorphin levels both in the anterior and neurointermediate pituitary but unchanged immunoreactive acth contents in the anterior lobe and e unaffected immunoreactive acth and betaendorphin levels in the plasma under stressful conditions,0
we found that 1 li influx via nak pump increased 23 fold in the order human  eel  chicken 2 by the countertransport exchange system lithium influx increases its variance between 15 and 35 when saline medium is replaced by choline cl 3 the anion exchange system band 3 protein shows very little interindividual variability on the lithium influx 4 the lithium leak pathway for human and eel red blood cells is the major contribution whereas it is negligible for chicken erythrocytes,0
bilateral injection of 45 mcg of gaba into substantia nigra pars compacta produced in dogs a manifested improvement of parameters of the conditioned differentiation inhibition but failed to influence the positive pavlovian alimentary conditioned reflex,0
the hypolipidemic effect of onion allium cepa linn in sucrose fed rabbits,1
a comparative study of changes in the pulmonary parenchyma of guinea pigs with toxemia caused by intraperitoneal injection of staphylococcal toxin or pseudomonas aeruginosa endotoxin and in those with peritonitis induced by i. p. injection of a suspension of human or guinea-pig feces has shown the changes to be rather similar in these conditions.,0
transmission of tobacco ringspot virus by thrips,0
morphology of the larval stages of onchocerca volvulus in simulium damnosum and redescription of the microfilaria,0
human and rabbit hearts contain about equal amounts of the two types,1
"avium subsp. silvaticum, 4 (3%) were mycobacterium tuberculosis, 2 (1.5%) as mycobacterium intracellulare, and 1 (0.75%) as mycobacterium bovis.",0
pharmacological properties of axonal sodium channels in the cockroach periplaneta americana l ii slowing of sodium current turnoff by condylactis toxin,1
relation of filling pressure to force of ventricular muscle from busycon canaliculatum gastropoda prosobranchia,0
enzymatic deacylation of lipoteichoic acid by protoplasts of streptococcus faecium streptococcus faecalis atcc 9790,1
although antibody complement and nonimmune mechanisms as well as parasite factors may be important in determining the occurrence of invasive amebiasis human cellmediated immune mechanisms may play a major role in combating invasive infection due to e histolytica,0
since both rabbit and guinea pig atria contain histamine receptors the lack of a positive chronotropic response in rabbit atria suggests that clonidine has no direct h2receptor activity,1
seventeen infants demonstrated positive blood cultures 7 streptococcus 5 staphylococcus 3 haemophilus influenzae 1 bacillus subtilis and 1 diphtheroid infection,0
reproduction in the island beach vole microtus breweri and the mainland meadow vole microtus pennsylvanicus in southeastern massachusetts,1
asymmetric and globular forms of acetylcholinesterase in mammals and birds,1
substituents on the thiobenzyl ester moiety of bocalaalaleusbzl resulted in decreased km values with human leukocyte elastase and rat mast cell protease i when compared to the unsubstituted derivativeabstract truncated at 250 words,0
"purified rubber particles from hevea brasiliensis (brazilian rubber tree), parthenium argentatum (guayule), ficus elastica (indian rubber tree), and euphorbia lactiflua were examined and compared using conventional scanning electron microscopy (sem), field-emission sem, cryo-sem, and transmission electron microscopy (tem).",0
aegypti processed 5 to 7 days after they had fed upon b pahangiinfected jirds by 12 to 14 days after the blood meal there was a consistent 30 to 60 increase in the amount of dhfr inextracts of infected mosquitoes,1
the high distribution of virulence-associated genes among wildlife waterfowl campylobacter isolates make them potentially able to induce infection in humans.,0
cellfree amino acid incorporation using ribosomes from strains of either clostridium perfringens or bacteroides fragilis was shown to be susceptible to inhibition by streptomycin and gentamicin,1
differential transcription of fd rfi dna by caulobacter crescentus and escherichia coli rna polymerases,1
immunocytogenetics localization of transcriptionally active rrna genes in nucleoli and nucleolus organizer regions by use of human autoantibodies to rna polymerase i,0
we examined serially infected splenectomized and normal animals that were initially infected with cultured parasites that had been grown in a mixture of owl monkey and human erythrocytes,0
efforts were made to develop an animal model for studies of the role of biogenic amines in a group of human mood diseases including mania and depression,1
pseudomonas aeruginosa bc16 and p maltophilia bc6 isolated from a commercial product for polychlorinated biphenyl degradation p aeruginosa ac869 a 35dichlorobenzoate degrader and p cepacia ac1100 an organism that metabolizes 245trichlorophenoxyacetic acid were examined for their survival capabilities in the intestines of mice dosed with clindamycin kanamycin rifampin or spectinomycin,0
photosensitization in sheep fed ammi majus bishops weed seed,1
"echinoderms (sea urchins, sea stars, brittle stars, sea lilies and sea cucumbers) are a group of diverse organisms, second in number within deuterostome species to only the chordates.",0
structurefunction relationships of proteinase inhibitors from soybean bowmanbirk and lima bean,1
"m. polystroma was previously reported on apple in hungary (petróczy et al. 2009), on apricot in switzerland (hilber-bodmer et al. 2012), on peach and pear in italy (martini et al. 2014; 2015), on plum in china (zhu et al. 2016), and on apple in serbia (vasić et al. 2018).",0
streptococcus mutans and dental caries in humans a bacteriological and immunological study,1
robenidine treatment of rabbits naturally infected with coccidia,0
purified soluble legionella antigen also bound to fischerella slime as shown by indirect immunofluorescence,0
evaluation of sclerotinia sclerotiorum as a potential mycotoxin producer on soybeans,1
3 all members of the artiodactyla family bovidae examined exhibited a large polypeptide subunit comparable to that of the beta subunit of human hp,1
the g anisotropy of the epr spectra of carp azidomethemoglobin is found to be phdependent whereas the spectra of human azidomethemoglobin are not,1
in none of the concentrations did glucagon produce any significant changes in the nakatpase contractility and action potential duration in the myocardium of guinea pig rabbit or pig,1
high concentrations of glycineextended gastrin17 gg  106 m were mitogenic for a gastrinresponsive human colon cancer dld1 cell line in vitro,0
