passage,label
the following 125ilectins were used concanavalina specific for glucose and mannose wheat germ agglutinin specific for nacetylglucosamine castor bean agglutinin specific for galactose wistaria floribunda agglutinin specific for nacetylgalactosamine and soybean agglutinin specific for nacetylgalactosamine,0
simplified preparation of mycoplasmas an acholeplasma and a spiroplasma for scanning electron microscopy,1
changes in the number of escherichia coli streptococcus faecalis and streptococcus faecium stored in physiological solution at a temperature of 20 degrees c,1
furthermore lining cells in some lesions coexpressed proximal nephron markers such as alpha1antitrypsin and lysozyme as well as binding sites for lotus tetragonolobus lectin,0
processing of human betagalactosidase betagal was studied in permanently transfected chinese hamster ovary cho cells and compared with that in normal cells and in cells from subjects with gm1gangliosidosis galactosialidosis and icell disease,0
vaccination of domestic animals particularly the carnivores presents an opportunity to break down epidemiological bridges for game and to reduce the danger to humans,1
time doubling of some transplanted rat tumors and survival time of rats rabbits and dogs bearing the transplanted and spontaneous tumors increased two to ten fold when the chemotherapy was used under hyperglycemia,0
a doseresponse curve was established initially in patients with bancroftian filariasis thereafter 10 microng of the b malayi antigens and 005 microng of dirofilaria immitis fst antigen obtained from dr t sawada were used,1
carp myosin remained in solution till the modification of about 52 surface myosin remained in solution till the modification of about 52 surface amino groups whereas no precipitation effect was noted in case of rabbit myosin,1
we have examined the effects of medroxyprogesterone acetate mpa and 4hydroxytamoxifen ohtam on the cell proliferation and the expression of tgfalpha and tgfbeta genes in ishikawa cells and hec50 human endometrial adenocarcinoma cells,0
presence of antibody against herpes simplex virusspecified thymidine kinase and deoxyribonuclease in human sera,1
The taxonomy of rats has been revised recently.,0
light and electron microscopic histochemistry of the serous secretory granules in the salivary glandular cells of the mongolian gerbil mongolian meridianus and rhesus monkey macaca irus,1
electrophoretic study of products of walleyed pollock and bovine rhodopsins fragmented by papain,1
adherence of bordetella bronchiseptica to swine nasal epithelial cells and its possible role in virulence,1
of these ter plasmids three from citrobacter freundii belonged to the h incompatibility group whereas three from klebsiella pneumoniae did not,1
all strains of bifidobacterium infantis and some strains of bacteroides multiacidus b bifidum clostridium symbiosum fusobacterium necrophorum f varium lactobacillus fermentum peptococcus asaccharolyticus and p prevotii produced urease,1
the cultural biochemical antigenic and antibiotic susceptibility characteristics of 17 strains of haemophilus equigenitalis the causative organism of contagious equine metritis cem were studied,0
rabbit antisera directed against the major structural protein p30 of woolly monkey simian sarcoma leukaemia virus grown in human lymphoid cells and rauscher murine leukaemia virus were used for testing,1
the lab groups lactobacillus leuconostoc and pediococcus llpgroup often share similar habitats and show similar physiological behaviour on a number of elective and selective media,0
canis has not been found in australia,1
properties of a sulfhydryl group involved in ouabainresistant nali and nana exchange in human and bovine erythrocytes,0
also no amnesia was obtained in control experiments in which trained goldfish were injected with an antiserum to a neural surface membrane protein ns6,1
properties of the human erythrocyte membrane receptors for peanut and dolichos biflorus lectins,1
the possible role of oxygen radicals formed secondary to semiquinone formation in the inactivation of dna by the semiquinone free radical was investigated using the hydroxyl radical scavengers tbutanol and dmso the spin trap dmpo the enzymes catalase and superoxide dismutase the iron chelator edta and potassium superoxide,0
fatal intussusception associated with intestinal coccidiosis eimeria perforans in a rabbit,0
intracranial neoplasms were induced by intracerebral inoculation of a standardized cellfree inoculum of the bratislava77 strain of avian sarcoma virus in f344 rats at 1 997 to 99 and 528 days of age,1
1 luteoskyrin a hepatotoxic and hepatocarcinogenic mycotoxin from the fungus of yellowed rice penicillium islandicum sopp shows different toxicities depending on the age and sex in mice,1
The study area supports populations of both bears and fish.,0
response to cryptorchidism of the testis and epididymis of the opossum didelphis virginiana,1
bears and snakes were collected during the survey.,0
twenty ambulatory outpatients with generalized tonicclonic seizures with primary generalized discharges and photoconvulsive response on electroencephalogram eeg and 11 ambulatory outpatients with partial complex seizures with or without secondary generalization were studied with patternreversal lightemitting diode led stimulator visual evoked potential veps and shortlatency median nerve cortical somatosensory evoked potentials seps,0
among the nonfermentative bacilli pseudomonas were generally susceptible to ciprofloxacin mic90 less than or equal to 156 mgl except for p cepacia and p fluorescens mic90 less than or equal to 312 mgl,0
antibodies were detected to turkey rhinotracheitis virus 99 newcastle disease virus 23 avian reovirus 19 infectious bursal disease virus 15 avian encephalomyelitis virus 15 mycoplasma gallisepticum andor m synoviae 11 reticuloendotheliosis virus 10 salmonella enteritidis 8 avian leukosis virus 3 infectious bronchitis virus 2 and pasteurella multocida  1,0
synergistic action of folliclestimulating hormone and testosterone on radioactive phosphorus incorporation into testes of the immature japanese quail,1
the postulated and demonstrable effects of infectious agents on seminal fluid and sperm are reviewed with emphasis on the recent literature concerning chlamydia and mycoplasma,0
low temperature virulence of listeria monocytogenes in the avian embryo,1
female guinea pigs were experimentally infected in the genital tract with the strain of chlamydia psittaci that causes guinea pig inclusion conjunctivitis,1
invivo testing of human breast cancer with steroid hormones after transplantation to athymic nude mice proceedings,1
distribution of trypanosoma congolense in tissues of cattle,0
however an elevation of the above five steroids typical for the human luteal phase was not found in baboons,1
a selected review is presented of the history of group b streptococcal infections and the laboratory tests used to identify group b streptococcus streptococcus agalactiae an opportunistic pathogen which causes serious infections in newborn infants and compromised patients in other age groups,1
in these studies ethyleneglycolbisbetaaminoethyl ethern ntetraacetic acid a potent chelator or calcium was used to block the classical complement pathway in normal guinea pig serum,1
at ph 74 the crossreactivity of normal human gammaglobulin bovine thyroglobulin and pure hcg with btsh binding to both lymphocytes and thyroid cells was below 1,1
on the bases of experiments with biocontrol feedback connection automatically triggering electrocutaneous stimulation a model evolved permitting to achieve stable directed changes in the levels of the systemic arterial pressure ap in curarized rabbits and cats,1
dose titration of oxfendazole against common nematodes of swine,1
schizotrypanum trypanosome cruzi infection produce an inmune response cellular and humoral well identified in all mammals so far studied including man,1
using phasecontrast cinemicrography on living crane fly nephrotoma suturalis loew and nephrotoma ferruginea fabricius spermatocytes we have studied the effects of a range of temperatures 630 degrees c on the anaphase i chromosometopole movements of both autosomes and sex chromosomes,1
comparative antitumor effects of corynebacterium parvum bordetella pertussis bacillus calmetteguérin and levamisole alone or in combination with cyclophosphamide in the cad2 murine mammary adenocarcinoma system,1
streptococcus faecalis was even more resistant to formaldehyde than staphylococcus aureus,1
these results suggest direct hla involvement in the target structure recognized by birussensitized cytolytic tlymphocytes in human,1
in marmosets antizona antibody prevented sperm attachment to eggs in vitro and the antibody could be detected on zonae of ovarian oocytes following passive immunization,1
eimeria oocysts were detected in 71 of all the dairy cattle and moniezia eggs were in 10 of the calves and 7 of the heifers,1
the mics of gr69153 for 90 of the members of the family enterobacteriaceae tested were less than 05 microgramsml with the exceptions of those for serratia spp,0
the minimum mutation distances indicated that i the momp genes of all chlamydial strains may have evolved from a common ancestor ii all the strains of c trachomatis compose one of the subtrees and strains of c psittaci and c pneumoniae compose the other subtree and iii in the c trachomatis subtree the human and the rodent strains are divided into two clusters,0
an antiserum was raised in rabbits against human plasminantiplasmin complex and rendered specific for neoantigens of this complex by absorption with purified plasminogen and plasma,1
seals shows remarkable adaptations to its environment.,0
the effect of radiocalcium ca45 on the thymus and spleen in indian desert gerbil meriones hurrianae jerdon,1
shigella staphylococcus micrococcus and bacillus were the most sensitive,1
in a group of aminobenzaldehyde derivatives the 2cholor41piperazinobenalazine showed to be highly active in golden hamsters mesocricetus auratus mastomys natalensis and capucine monkeys cebus capucinus capucinus against schistosoma mansoni slightly active against s mattheei and inactive against s haematobium and s japonicum,1
sp parathelandros andersoni sp n type host c riparius oswaldocruzia bakeri and paracapillaria spratti,0
kinetics of the inactivation of human and bovine trypsins and chymotrypsins by alpha1proteinase inhibitor and of their reactivation by alpha2macroglobulin,1
streptomyces extracts show an antibiotic activity against grampositive and gramnegative bacteria and an antifongic activity aginst nearly all aspergillus,1
herpetomonas megaseliae and crithidia harmosa growth on bloodagar plates,0
the pontine projection to the flocculonodular lobe and the paraflocculus studied by means of retrograde axonal transport of horseradish peroxidase in the rabbit,1
The phylogenetic position of deer remains debated.,0
of these 668 were positive to human antisera 292 to bovine antisera and the remaining 40 to avain antisera,0
no cross reactivity could be detected between the fusobacterium species and l buccalis,1
effect of ascaris suum and other adjuvants on the potentiation of the ige response in guineapigs,1
to determine whether inhibition of cng channels plays a role in adaptation we have investigated the action of ca2 on these channels in insideout macro patches from the dendrite and cilia of catfish olfactory neurons,0
human and murine skin as well as that of hamsters and monkeys exfoliated while all other species tested rat rabbit guinea pig dog frog and chicken were refractory,0
otters belongs to the family Felidae and is widely distributed.,0
a study was made of the secretory active cells and intraorganic blood channel of the hypophysis thyroid thymus ovaries and testes and human embryos and fetuses of 45 week 9 mos intrauterine development,0
The taxonomy of otters has been revised recently.,0
sixty three isolates 611 were classified according to hájek and marsálek scheme as biotype c bovine and ovine ecovar 33 isolates 320 were classified as biotype b swine and poultry ecovar 1 isolated 09 as intermediate between b and d 5 isolates 48 as biotype a human ecovar and 1 isolated 09 as biotype d ecovar silvestres spp table 2,0
Both whales and snakes are common in this ecosystem.,0
the effects of lamino acids on arginase from the hepatopancreas of the snail ariophanta cryptozona ligulata were studied,1
The taxonomy of squirrels has been revised recently.,0
this observation has implications for gene regulation gene amplification genetic diversity and the maintenance of tandemly repeated gene families in the leishmania genome as well as in closely related organisms including trypanosoma brucei,0
the primary structure of protein l21 from the 50s subunit of escherichia coli ribosomes has been completely determined by sequencing the peptides obtained by digestion of l21 with trypsin before and after modification of the arginine residues with 12cyclohexanedione staphylococcus aureus protease thermolysin and pepsin,1
incubation of mitochondria from neurospora crassa and saccharomyces cerevisiae with the radioactive atpase inhibitor 14cdicyclohexylcarbodiimide results in the irreversible and rather specific labelling of a lowmolecularweight polypeptide,1
type c oncornaviruses in a capuchin monkey cebus apella previously infected with schistosoma haematobium,1
bats infected with the high dose had viable h capsulatum in the lungs liver spleen and gut as early as 2 weeks postinfection,1
owls was found alongside bass in several sites.,0
a rsf1010trp hybrid plasmid which contained the tryptophan operon of escherichia coli was introduced into pseudomonas aeruginosa trp cells by transformation,1
bats is characterized by its distinctive morphology.,0
the bactericidal activity of fk 749 against e coli k pneumoniae and proteus mirabilis was more potent than that of the three other antibiotics,1
the response of suffolk lambs to an escalating experimental infection with dictyocaulus filaria,1
wolves has a complex life cycle with multiple developmental stages.,0
the receptor exhibits saturation kinetics and the binding is specific for human and monkey lactoferrinbovine lactoferrin or human transferrin do not bind to the receptor or compete with the binding of the primate lactoferrins,0
selection and characteristics of a vibrio cholerae mutant lacking the a adpribosylating portion of the cholera enterotoxin,1
with the use of both p815 and yac tumor cell lines in cytotoxicity assays two phases of apparently nonspecific t cruziinduced lytic activity tila were observed after infection a 1st phase detected within 2 days against yac target cells and a subsequent phase detected against both yac and p815 target cells at a time dependent upon the number of parasites injected,0
indirect immunofluorescence detection of human igm and igg antibodies against herpes simplex virus type 1 induced cell surface antigens,1
both inhibition and activation of i hypselobagri enzyme was higher than in the case of other trematodes,1
comparison with trypanosoma tolerant cattle,0
bats exhibits significant genetic diversity across its range.,0
thermoplasma acidophilum is a freeliving thermophilic mycoplasma,1
fieldcollected 4th instar larvae of culiseta annulata and culex territans were found to be infected with mosquito iridescent virus miv,1
horses and rabbits developed primarily central nervous disorders with conspicuous pathological findings in the brain,0
otters is characterized by its distinctive morphology.,0
rats is characterized by its distinctive morphology.,0
type 1 and type 2 herpes simplex uvietis in immune rabbits importance of pure virus preparation,1
both eland were harbouring theileria parasites at the time nymphal ticks were fed,1
appearance of variants in the artificial infection of larvae of the bloodsucking mosquito culex modestus infested with the entomopathogenic fungus coelomomyces iliensis,1
rabbits is endemic to specific geographic regions.,0
stopped flow kinetics of pyrene transfer between human high density lipoproteins,1
modified metabolic inhibition test for serotyping strains of ureaplasma urealyticum tstrain mycoplasma,1
guinea pig and rabbit sera were equally effective as c sources in potentiating crnab whereas bovine serum was a poor c source,1
the new staining procedure should permit a wide range of studies on eosinophil precursor populations in the marrows of patients with various diseases,1
it was also shown that the first premolar of the upper jaw of the urotrichus talpoides and the first premolars of the dymecodon pilirostris are dihyodont,1
a splitcone vaginal speculum was developed that permitted good observation of the vaginal cervix in the cebus monkey,1
the blood of the cows in these farms was found to contain antibodies to coxiella burnetti and the causative agent of the disease was detected in milk samples of aborting cows by biological assays on hamsters mesocricetus auratus,1
The taxonomy of frogs has been revised recently.,0
the performance of the skinsurface mass spectrometer probe on the human forearm compared favourably with a commercially available transcutaneous electrochemical system for the measurement of oxygen and carbon dioxide but the mass spectrometer was capable of measuring additional gases such as nitrogen and argon,0
the most vital e gingivalis cultures were observed when either crithidia sp or y enterocolitica were added to the ecologen 48 h prior to the e gingivalis inoculum,0
in vitro granulocytekilling assays were performed to examine the ability of granulocytes from pasteurellafree or immunized rabbits the in combination with specific immune serum to kill pasteurella multocida,1
supplementing vital microscopy and histophysiology we examined using combined light and electron microscopy the tissue fluidlymphatic drainage system of the mesentery isolated from guinea pigs rabbits and tree shrews,0
characterization of allergens in schistosoma mansoni fasciola hepatica and echinococcus granulosus,1
analysis of faeces for benzoapyrene after consumption of charcoalbroiled beef by rats and humans,1
amplification of bacillus subtilis dna fragments was performed in escherichia coli using plasmid rsf2124,1
the resistance of the eggs of benzimidazole resistant haemonchus contortus and trichostrongylus colubriformis is not stable and will decrease in the absence of drug challenge,1
effects of asbestos on the cell cycle of phastimulated human peripheral blood lymphocytes,0
pneumococcal vaccine gives a poor antibody response in infants and overseas studies using lung aspiration suggest that haemophilus influenzae and staphylococcus aureus might be causative organisms as well as streptococcus pneumoniae,1
dirofilaria immitis dog heartworm as a pulmonary lesion in humans,1
culture supernatants from the parent s aureus strain that lacked an enterotoxin gene negative controls and from derivatives that contained either sea positive control or a sea mutation were examined for in vitro sensitivity to degradation by monkey stomach lavage fluid the ability to cause emesis when administered by an intragastric route to rhesus monkeys and the ability to induce tcell proliferation and by western immunoblot analysis and a gel doublediffusion assay with polyclonal antibodies prepared against sea,0
inhibition by paromomycin of rfactor transfer of tetracycline resistance between escherichia coli and salmonella pullorum,1
twentyfive came from endemic areas in north east argentina chaco formosa misiones corrientes and northern santa fe and the remaining three from paraguay,1
comparative study of a standardized senna liquid and castor oil in preparing patients for radiographic examination of the colon,1
the tubulins of brugia malayi and b pahangi were similar with respect to concentration mg tubulin per mg soluble protein electrophoretic and isoelectric mobility reaction in western blots with antitubulin monoclonal antibodies and isoform patterns,0
sequential immunofluorescence and infectivity studies on the replication of herpesvirus saimiri in owl monkey kidney cells,1
an ie occurs with the penicillins against the enterobacteriaceae and pseudomonas species and a variable ie occurs with cephalosporins however no ie occurs with aminoglycosides quinolones imipenem and chloramphenicol against these organisms,0
a habituation test paradigm was used to examine the responses of freeliving territorial adult male song sparrows melospiza melodia to a range of synthetic songs,0
serum pepsinogen estimations from serially bled lambs grazing on pasture from spring to autumn showed correlations with the availability of ostertagia larvae on pasture with faecal egg counts of o circumcincta and with ostertagia worm counts in similar lambs slaughtered fortnightly from the same pasture,1
five resistant organisms one serratia marcescens 157 and four pseudomonas aeruginosa 864 876 913 and 915 strains were selected by previous therapy with ciprofloxacin and six pseudomonas strains 833 845 864 876 913 and 915 were selected by previous therapy with ceftizoxime,0
whales was found alongside fish in several sites.,0
seals occurs sympatrically with salmon in many regions.,0
cathepsin b and collagenolytic cathepsin were obtained from bovine spleen and human placenta and identified as thiol proteinases,0
the first natural occurrence of 19norcholestenone is reported together with 17 sterols and one other delta 43ketone in the extracts of the californian gorgonian muricea californica aurivillius,0
a 61yearold man suffering from active generalized scleroderma developed pemphigus foliaceus after 9 months of dpenicillamine therapy 9001200 mg daily,1
the ultrastructure of penetrating stages of babesia major infecting the ovary of haemaphysalis punctata,1
a statistically significant inverse relationship was found between the risk of skin cancer and a high intake of fish p  005 vegetables in general p  0001 beans lentils or peas p  0001 carrots silverbeet swiss chard or pumpkin p  0001 cruciferous vegetables cabbage brussel sprouts or broccoli p  0001 and betacarotene and vitamin ccontaining foods p  0004,0
significant differences were only found with streptococcus intermedius clostridium perfringens clostridium tertium and actinomyces species which produced less of certain fatty acids on agar than in broth,0
snowberry symphoricarpos poisoning in children,1
mice exhibits significant genetic diversity across its range.,0
protein analysis of earthworm coelomic fluid 1 polymorphic system of the natural hemolysin of eisenia fetida andrei,1
the effect of raising the scala tympani potassium concentration on the toneinduced cochlear responses of the guinea pig,1
mcmvinfected mice given pseudomonas or staphylococcus exhibited a 90 to 100 mortality within 24 to 48 h whereas 80 of viralinfected animals injected with candida died in 5 days,1
the weak excitation of some cutaneous receptors in cats and rabbits by synthetic substance p proceedings,1
the mab fragments are markedly less immunogenic than whole igg resulting in lower induction of human antimouse antibody hama titers,0
the mouse has provided a suitable model for screening of antileprosy drugs detecting development of drug resistance ascertaining viability of the bacilli and determining the genuineness of a supposed culture of the leprosy bacillus,1
the trypsinlike enzyme acrosin has a key function in the fertilization process enabling penetration of the zona pellucida of the ovum by the spermatozoa,1
birds is characterized by its distinctive morphology.,0
no cross reactions were observed between encephalitozoon cuniculi and toxoplasma gondii eimeria perforans or eimeria stiedai by intradermal test or immunofluorescence test,0
the subclavian glomus aortic body of new zealand white rabbits was examined ultrastructurally using stereological morphometric analysis,1
hoscnoscn generation was proportional to the amount of h2o2 added and more hoscnoscn was detected in saliva at ph 7 than at ph 5 however the growth of mutans streptococci and l casei was inhibited at ph 5 by hoscnoscn whereas no inhibition was found at ph 7 the findings show that a sufficient amount of hoscnoscn will inhibit the growth of cariogenic bacteria in human saliva at ph 5 b this amount of hoscnoscn can be generated in saliva by exogenously added h2o2 and c peroxidase systems have stronger antistreptococcal effects in human whole saliva than in phosphate buffer,0
dolphins was found alongside foxes in several sites.,0
each of 6 bugs collected had infective forms of the protozoan trypanosoma cruzi,1
in animal experiments mucosal defects in the oral cavity of 30 rabbits were repaired with free transplants of autologous mucosa and heterologous lyophilised dura,1
in the olfactory epithelium of elasmobranchs together with the supporting cells crowned by cilia numerous goblet cells were observed,0
however cytotoxic lymphocytes were induced only in cultures containing responder lymphocytes from theileriaimmune cattle,1
ten adult human volunteers were immunized with salmonella typhi and their peripheral blood leukocytes were collected for 14 days after immunization,1
in rabbits experimentally infected with t brucei or t rhodesiense both homologous antit,1
nine osteosarcoma cell lines originally developed from six osteosarcoma tumours in five patients and two cell lines of nontumour origin glia and fibroblast were grown in vitro in the presence of human leukocyte interferon lif,1
interactions of bovine thyrotropin and preparations of human chorionic gonadotropin with bovine thyroid membranes,1
ascites form of a human cancer serially transplantable in nude mice,1
this relationship is also true for two other cereals sorghum and barley,0
the derivative anslactose had the same binding affinity for a conger eel lectin as lactose judging from the hemagglutinatinginhibition assay with rabbit erythrocytes,0
a note on the transmission of babesia bovis syn b argentina by the onehost tick boophilus microplus,1
lateral condensation of guttapercha with and without ultrasonic activation of the spreader was compared by use of dye penetration analysis and scanning electron photomicrographs of the guttapercha fills in extracted human incisors and canines,0
bears is characterized by its distinctive morphology.,0
perilla oil rich in alphalinolenic acid reduced tumor development as compared with safflower oil rich in linoleic acid but again dietary cholesterol at the 05 level diminished the favorable effect of n3 polyunsaturated fatty acid pufa,0
when applied to the ears of rabbits used as hosts for tsetse flies the bacterium serratia marcescens produced significant mortality in populations of glossina m morsitans and g pallidipes,1
fertility ovum transport and ciliary activity were examined in 35 rabbits after either unilateral microsurgical reversal or double transection surgical controls of 1 cm,0
bees shows remarkable adaptations to its environment.,0
and the nondefined group moraxellalike bacteria produced less offensive odours or none nor did photobacterium,1
different forms of streptolysin o produced by streptococcus pyogenes and by escherichia coli expressing recombinant toxin cleavage by streptococcal cysteine protease,0
both antra showed weak cationic selectivity at ph 74 and at ph 44 for bullfrog and ph 30 for necturus the ratio pkp cl was unity,1
We documented the presence of mice and spiders in the same location.,0
as a result of immunization and reimmunization with bovine serum albumin there was a change of the number and correlation of various morphologically identifyable species of lymphocytes in the blood of rabbits,0
Both rats and salmon were observed in the study area.,0
a new rapid method for producing myocardial necrosis in rabbits was developed using percutaneous intramyocardial injection of vasopressin in peanut oil,1
whales exhibits significant genetic diversity across its range.,0
as possible substitutes or supplements for the human serum requirements for continuous cultures of plasmodium falciparum several different animal sera have been tried including fresh fetal bovine sheep horse adult bovine newborn calf swine commercially supplied freshfrozen or lyophilized human sera fatty acidfree bovine or human serum albumin red cell extract physiogel and a serum substitute composed of bactopeptone yeastolate lactalbumin hydrolysate polyvinylpyrrolidone and bovine insulin,0
otters and bears are found in similar habitats.,0
fish is characterized by its distinctive morphology.,0
ten vaccines from 11 without detectable 140 s antigen had a pd50 value in guinea pigs lower than the limit indicating a satisfying potency for cattle,1
isolation of a cytomegalovirus from salivary glands of whitelipped marmosets saguinus fuscicollis,1
adrenergic nerve innervation of the human cutaneous glomus authors transl,1
soldado virus from ornithodoros alectorobius maritimus ixodoidea argasidae infesting herring gull nests on puffin island northern wales,1
the normal metabolic turnover of plasma kininogens was studied by measuring the disappearance of intravenously administered radiolabeled human and monkey plasma kininogens from the circulation of healthy adult rhesus monkeys,1
the efficacy of cambendazole against gastrointestinal nematodes and lungworms in cattle,1
natural infestations of the cattle tick boophilus microplus levels of the buffalo fly haematobia irritants exigua and faecal nematode egg concentrations bunostomum phlebotomum cooperia spp haemonchus placei oesophagostomum radiatum and trichostrongylus axei were assessed in 221 belmont red calves during the postweaning period when the animals were between 9 and 18 months of age,0
sensitization of the human body to allergenes of representatives of normal automicroflora of staphylococcus streptococcus proteus and e coli was examined,1
this technique is applicable whenever swanganz and radial or brachial artery catheters are placed for routine clinical management and therefore may have wide application for measurement of pulmonary amine or kinin extraction in conscious human subjects or experimental animals,1
with the exception of mog none of the test compounds produced significant effects on the cardiovascular system of frogs and dogs,1
diurnal variation of serum androgen and estradiol17beta in the adult male green monkey cercopithecus sp,1
these results confirm the finding of sensitization to lsp in chronic active hepatitis irrespective of hbsag status and show that rabbit lsp can be used as an alternative to the human antigen in the lymphocyte transformation test and is further evidence that this liver membrane lipoprotein has antigenic determinants which have speciescrossreactivity,1
retrograde axonal transport of horseradish peroxidase along the striatothalamic pathways of cats,1
the best results were obtained from heliotropium campechianum jazminum sambac and portulaca oleracea,1
the effects of acidic and nonacidic pyrazoles on the release of arachidonic acidderived mediators from isolated perfused anaphylactic guinea pig hearts as well as rat and human gastric mucosa were investigated,0
the two assays were comparable in terms of their sensitivity and specificity as applied to detection of brucella infection in cattle,1
intraperitoneal injection of fibrous dusts also induced mesotheliomas in mice however not in syrian hamsters and guinea pigs,1
birds exhibits significant genetic diversity across its range.,0
sequential titration of bovine lung and serum antibodies after parenteral or pulmonary inoculation with pasteurella haemolytica,1
about 10 strains each of escherichia coli klebsiella pneumoniae pseudomonas aeruginosa and staphylococcus aureus were tested,0
We documented the presence of whales and bass in the same location.,0
the cell surface igm of guinea pig l2c leukaemic lymphocytes and rabbit blood lymphocytes was cleaved in situ at its hinge region by papain,1
transmission of nosema kingi to offspring of drosophila willistoni during copulation,1
dolphins and mice were collected during the survey.,0
Both bass and trout are common in this ecosystem.,0
foxes has a complex life cycle with multiple developmental stages.,0
biotransformation of morphine to dihydromorphinone and normorphine in the mouse rat rabbit guinea pig cat dog and monkey,1
we constructed promoterprobe plasmids for bacillus subtilis based on the promoterless gene for penicillinase penp of bacillus licheniformis,0
we evaluated the efficacy of fibrin sealanta biologic adhesive containing highly concentrated human fibrinogenin primary endtoend anastomosis of the transected cbd in ten adult mongrel dogs,0
binding of lectins triticum vulgaris and dolichos bifloris decreased between birth and 1 week p less than 001 for both and between 1 week and adulthood p less than 001 for dolichos bifloris,0
we report 3 cases of adrenal neoplasms with extension of tumor thrombus into the vena cava,0
we have proved that the avoidance of pork and wholewheat bread leads to a borderline vitamin b1 deficiency and the avoidance of citrus fruits fruits vegetables viscera and potatoes to a broderline vitamin c deficiency,0
salmon was found alongside bass in several sites.,0
effects of temperature salinity and feeding on aminotransferase activity in the liver and white muscle of rainbow trout salmo gairdneri richardson,1
the sixth layer of the cerebral cortex has been studied by means of the golgi method in carnivora dog and cat artiodactyla cow and sheep and primates human brains a basic structural uniformity being observed in all these species,0
ultrastructure of photoreceptors in the eye of hermissenda labelled with intracellular injections of horseradish peroxidase,1
salmonella in pig carcasses for human consumption in hong kong a study on the mode of contamination,1
observation on the ultrastructure of the nucleolus of paracentrotus lividus in relation to morphological events during development,1
genetics of phototactic behavior in drosophila ananassae a member of the melanogaster species group,1
free lipid as from rhodopseudomonas gelatinosa and rhodospirillum tenue exhibited strong serological crossreactions with each other and with free lipid a from salmonella,1
eggs of the strongylus type were found to be present in 573 per cent of the faecal samples eggs of parascaris equorum were present in 61 per cent eggs of oxyuris equi in 12 per cent eggs or larvae of dictyocaulus arnfieldi in 02 per cent eggs of anoplocephala in 25 per cent and oocysts of eimeria leuckarti in 03 per cent,1
the results compared with systematic microscopic observation and size analysis permit the description of modifications in the rbc composition as well as the purification of subpopulations at each stage of the anaemia,0
the dentist should advise patients at high risk for squamous cell carcinoma and those with recurrent herpes labialis to use a sunscreen for the lips of at least spf 15,0
during 120 minutes of cardioplegic arrest 7 dogs with occlusive caval cannulation underwent right atrial ra perfusion with cold blood and 7 dogs with a single atriocaval cannula served as controls,0
parascaris equorum was found in 9 43 horses,0
these findings support the argument that variola smallpox virus can cause otitis media in humans and that viral infection of the middle ear may be the cause of hearing loss,1
lizards exhibits significant genetic diversity across its range.,0
results from a random household survey of the boston standard metropolitan statistical area show a consistent and relatively strong association of adults use of coffee tobacco alcohol tranquilizers and marijuana with their perceptions of present friends use,1
stimulation of neovascularization by bovine and human vitreous was also observed as an early shortlived response,1
from a review of recent literature and pathological study of more than 100 personal cases the authors describe the most interesting of these diffuse lesions they only recall the most common types of lesions contusions vascular lesions edema and its consequences  especially on brain stem but a more detailed description is given of less known lesions of corpus callosum brain stem and white matter which have a more complex pathogeny direct physical injury anoxiaischaemia edema and which they consider to be factors which worsen or protract the coma,1
specificity of sterolglucosylating enzymes from sinapis alba and physarum polycephalum,1
orbital apex syndrome secondary to herpes zoster ophthalmicus,1
here we report serious adverse effects in two dogs after intravenous administration of bovine tsh,0
twentysix chloralosed cats were employed in order to determine spinal ascending pathways of the spinobulbospinal sbs reflex evoked by stimulation of the sural nerve,1
effect of tobacco smoking and of air pollution on incidence of haemophilus influenzae in pharyngeal cavity authors transl,1
Both wolves and ants were observed in the study area.,0
We documented the presence of eagles and bears in the same location.,0
opportunistic mycotic osteomyelitis bone infections due to aspergillus and candida species,1
lactobacillus and peptococcus were only present in very low number in the first 2 meconium samples and did not become established in the child although they were present in a rather large number in the vaginal and faecal samples from the mother,1
composition and biologic properties of soluble iggantiigg immune complexes effects of variations in the specificity of rabbit antibodies to different structural components of human igg,1
it includes only species parasitic in the intestine of birds of the orders passeriformes falconiformes strigiformes and piciformes,0
The study area supports populations of both mice and sparrows.,0
it was diagnosed in a 10yearold boy who had pityriasis lichenoides et varioliformis acuta of muchahaberman which was controlled by dapsone for 2 years,1
35 transcutaneous in sheep goats and swine and from day 2425 transcutaneous in the dog and cat,0
characterization of human malignant melanoma cell lines v heterotransplantation in the hamster cheek pouch,1
a comparative study of shigella sonnei phages u and g and escherichia coli phage t4 has shown that enzymes coded for by the sh,1
snakes and sharks were collected during the survey.,0
applying the indirect fluorescent antibody technique to the infective stages of the hookworm ancylostoma caninum it appeared that they do not show igg antibody binding when serum from dogs infected with a caninum was used in the test antiserum,1
modalityspecific axonal projections in the cns of the flies phormia and drosophila,0
the specificity of the assay was tested with hyperimmune rabbit antisera against other mycobacteria and shown to be very high,1
herpes simplex virus in human cornea retrocorneal fibrous membrane and vitreous,1
finches and seals are found in similar habitats.,0
mixtures of anionic hgcl3hgcl42complexes were less toxic to terrestrial bacteria erwinia herbicola agrobacterium tumefaciens to marine bacteria acinetobacter sp aeromonas sp and to bacteriophages phi 11 m 15 of staphylococcus aureus and p1 of escherichia coli than were equivalent concentrations of hg as cationic hg2,1
